EquipmentID,Age,UsageHours,MaintenanceHistory,Temperature,Pressure,VibrationLevel,OperatorExperience,FailureHistory,Location,Environment,Failure
4120,20,11802,18,143.97,259.85,0.94,29,2,Section D,Humid,No
4121,1,47912,9,116.26,252.91,9.18,27,8,Section D,Dry,No
4122,29,45745,13,128.12,240.05,5.81,14,9,Section C,Dry,Yes
4123,5,30597,9,59.98,117.65,9.32,5,1,Section C,Dry,Yes
4124,6,48858,10,79.94,242.66,9.46,9,0,Section A,Dry,Yes
4125,21,40037,17,149.38,69.76,5.5,25,4,Section B,Normal,No
4126,27,23137,0,124.95,76.36,5.03,25,3,Section B,Humid,Yes
4127,2,32946,1,25.8,126.72,3.1,3,4,Section B,Humid,No
4128,24,32133,17,27.09,114.3,8.21,16,9,Section C,Dry,No
4129,20,1255,5,95.35,168.94,9.47,22,8,Section A,Normal,No
4130,24,22221,16,68.53,191.4,1.85,25,9,Section A,Humid,No
4131,11,29936,13,50.69,125.18,7.86,18,1,Section A,Humid,No
4132,8,41644,0,61.62,223.94,1.91,24,8,Section B,Normal,Yes
4133,5,3303,11,144.66,51.73,1.87,27,7,Section C,Normal,No
4134,2,35458,7,61.8,107.24,2.7,7,2,Section C,Humid,Yes
4135,10,15887,11,67.04,138.28,6.95,26,4,Section B,Normal,Yes
4136,11,16795,16,78.67,148.46,0.79,27,8,Section D,Normal,No
4137,7,16233,1,40.91,141.04,3.27,1,4,Section C,Humid,Yes
4138,2,24106,17,70.61,53.05,5.3,28,0,Section C,Normal,No
4139,5,41121,12,104.05,284.47,7.99,21,7,Section C,Humid,No
4140,3,32969,3,53.7,240.89,3.4,5,8,Section C,Normal,No
4141,12,26454,3,100.98,51.44,5.03,16,1,Section D,Dry,Yes
4142,3,27769,1,51.82,137.73,6.33,6,9,Section B,Dry,No
4143,1,24007,1,122.27,160.62,2.64,21,6,Section D,Humid,Yes
4144,1,367,0,141.87,104.18,9.31,22,9,Section D,Dry,Yes
4145,29,6675,4,77.77,279.0,3.68,29,2,Section D,Normal,No
4146,4,19857,5,145.26,232.37,7.5,2,1,Section C,Dry,No
4147,9,27179,12,106.37,265.88,6.71,16,9,Section B,Normal,Yes
4148,21,42492,11,112.51,234.45,6.45,15,1,Section B,Humid,Yes
4149,12,30942,2,86.47,138.74,4.14,29,1,Section B,Humid,Yes
4150,25,43149,3,49.57,169.13,8.67,16,9,Section A,Humid,Yes
4151,12,21217,15,142.16,65.1,7.86,5,0,Section B,Normal,No
4152,10,47514,7,146.08,155.38,5.68,4,9,Section C,Humid,Yes
4153,22,1660,11,129.46,250.36,3.2,26,6,Section C,Normal,No
4154,6,27059,4,80.26,236.96,5.63,21,1,Section A,Normal,Yes
4155,19,29364,6,42.26,246.16,0.96,27,8,Section B,Normal,No
4156,11,32793,13,31.66,117.66,5.46,24,7,Section A,Normal,Yes
4157,13,48589,18,85.59,74.69,7.02,6,6,Section C,Humid,No
4158,20,38183,4,59.68,165.03,9.22,2,4,Section C,Dry,Yes
4159,7,25811,10,131.38,170.13,7.21,6,5,Section A,Dry,Yes
4160,20,10337,3,90.69,206.1,2.42,11,5,Section C,Humid,Yes
4161,18,44357,8,139.69,73.56,0.61,18,7,Section C,Humid,No
4162,4,33789,7,114.29,59.67,2.93,21,2,Section C,Normal,Yes
4163,14,4309,10,78.79,236.79,4.03,15,3,Section A,Normal,No
4164,15,42680,15,116.6,210.2,0.24,9,0,Section D,Normal,Yes
4165,28,45091,10,145.85,104.98,9.47,26,7,Section A,Dry,No
4166,4,22685,11,93.17,259.83,5.9,24,8,Section A,Normal,Yes
4167,26,33308,13,60.83,136.89,9.46,6,9,Section B,Dry,No
4168,24,16171,16,68.33,169.95,3.54,5,8,Section B,Humid,Yes
4169,15,47143,9,100.65,81.53,7.2,15,6,Section A,Humid,No
4170,26,16229,4,146.33,293.17,6.45,18,2,Section C,Humid,No
4171,26,45494,7,81.37,231.33,2.52,10,1,Section A,Humid,Yes
4172,8,42890,8,112.16,110.03,2.81,3,7,Section C,Humid,Yes
4173,12,26534,17,43.29,287.34,4.1,27,1,Section C,Dry,Yes
4174,28,36908,19,100.66,145.5,2.02,24,8,Section B,Normal,Yes
4175,3,41811,7,115.41,156.34,3.36,4,0,Section D,Humid,Yes
4176,20,37834,6,75.03,91.24,5.75,11,7,Section D,Humid,Yes
4177,23,25297,15,102.72,156.66,2.51,18,7,Section A,Humid,No
4178,21,34479,8,49.52,293.32,2.94,1,4,Section B,Dry,No
4179,16,16751,6,79.72,158.29,8.97,8,8,Section D,Dry,Yes
4180,2,19295,13,127.33,225.04,4.77,11,0,Section D,Humid,Yes
4181,4,5212,4,45.95,294.63,7.11,3,1,Section A,Humid,No
4182,8,1290,18,31.58,205.72,2.77,15,3,Section A,Humid,Yes
4183,14,11819,1,110.54,121.16,6.0,16,5,Section B,Normal,No
4184,18,49869,18,60.76,135.93,6.87,9,0,Section A,Dry,Yes
4185,23,14422,1,83.45,109.15,3.1,12,4,Section C,Normal,Yes
4186,18,12665,9,135.94,286.71,4.43,8,4,Section D,Normal,No
4187,5,2619,17,42.49,273.28,8.44,12,2,Section A,Normal,Yes
4188,16,33046,12,120.49,209.03,7.07,14,5,Section A,Normal,Yes
4189,26,4286,4,85.87,69.76,8.95,24,9,Section B,Normal,No
4190,26,36117,0,26.06,247.91,1.93,6,1,Section B,Normal,No
4191,18,27124,14,43.33,254.38,6.76,13,0,Section C,Dry,Yes
4192,19,38416,6,84.42,237.61,0.25,19,0,Section A,Dry,No
4193,3,27422,7,49.2,92.94,2.49,7,7,Section D,Humid,No
4194,20,27151,15,66.21,120.57,0.68,16,8,Section D,Humid,No
4195,27,11981,6,110.12,253.14,7.59,28,0,Section C,Dry,Yes
4196,20,9433,17,130.18,160.9,5.1,29,9,Section C,Normal,No
4197,11,31635,13,77.3,110.54,5.09,4,4,Section C,Dry,No
4198,13,43137,16,86.19,210.52,4.12,17,4,Section B,Normal,Yes
4199,2,32967,3,96.76,198.39,0.67,2,1,Section A,Normal,Yes
4200,13,7029,6,42.07,179.85,7.65,1,9,Section C,Dry,No
4201,20,45007,16,97.67,135.99,7.2,17,3,Section A,Humid,No
4202,28,9207,10,125.18,243.68,7.19,1,8,Section C,Dry,No
4203,7,37407,4,136.36,192.27,9.94,25,4,Section D,Dry,Yes
4204,1,37707,8,44.84,266.38,8.4,26,8,Section B,Dry,No
4205,22,28626,15,131.36,257.44,2.74,2,2,Section D,Humid,Yes
4206,27,2135,18,133.82,285.71,1.54,14,5,Section C,Humid,Yes
4207,8,23700,7,119.18,235.17,4.55,29,9,Section A,Normal,Yes
4208,6,1754,3,126.49,84.59,8.35,8,0,Section D,Dry,Yes
4209,8,36054,4,77.66,141.36,1.67,6,8,Section D,Dry,Yes
4210,27,3945,18,146.26,238.18,7.78,28,1,Section D,Normal,No
4211,29,333,8,113.32,83.72,9.4,27,9,Section B,Normal,No
4212,23,41499,4,53.48,219.19,1.47,18,0,Section C,Normal,Yes
4213,3,42875,13,23.83,132.11,6.86,8,6,Section C,Humid,No
4214,14,13727,15,42.81,108.98,2.23,4,1,Section A,Humid,No
4215,23,1963,13,116.95,186.24,9.96,16,5,Section B,Dry,Yes
4216,5,17629,0,132.08,72.5,8.92,29,9,Section B,Humid,No
4217,3,49754,18,31.37,223.47,3.78,23,5,Section A,Dry,Yes
4218,10,7256,17,105.05,151.8,0.53,8,9,Section B,Normal,No
4219,7,4825,9,67.97,199.37,0.55,22,3,Section D,Normal,No
4220,12,38068,9,96.4,71.8,4.98,12,4,Section B,Normal,No
4221,19,9765,12,130.34,159.63,9.58,15,4,Section D,Normal,Yes
4222,15,15865,13,75.63,246.18,8.48,11,5,Section A,Humid,No
4223,2,2454,17,44.37,227.43,4.84,24,6,Section A,Normal,Yes
4224,23,14998,13,34.75,184.58,2.24,9,2,Section D,Normal,Yes
4225,1,25075,15,149.8,98.06,0.76,3,3,Section A,Normal,No
4226,1,6539,15,119.75,197.43,3.91,3,1,Section D,Humid,No
4227,14,41963,9,27.06,219.2,8.18,2,1,Section D,Humid,No
4228,21,32803,2,42.31,189.87,4.9,2,1,Section D,Normal,Yes
4229,2,2986,19,109.05,238.91,4.79,8,0,Section B,Normal,No
4230,15,30311,2,74.97,143.93,4.81,27,1,Section C,Normal,No
4231,17,8350,4,100.68,148.72,2.19,9,7,Section C,Humid,Yes
4232,29,32425,9,93.45,285.46,8.13,17,2,Section C,Humid,Yes
4233,8,21347,4,40.42,277.5,7.56,10,2,Section B,Dry,Yes
4234,13,12082,15,77.12,95.32,3.06,6,6,Section D,Humid,Yes
4235,17,3512,9,88.92,111.37,1.92,25,7,Section C,Humid,Yes
4236,16,18402,3,76.99,191.87,7.91,11,0,Section D,Normal,Yes
4237,25,5786,17,82.52,189.5,9.78,27,5,Section A,Humid,No
4238,11,20193,4,148.62,69.64,1.47,5,3,Section B,Humid,Yes
4239,28,41898,8,148.07,278.5,1.68,29,3,Section D,Dry,Yes
4240,8,9958,0,65.83,243.49,5.94,11,9,Section D,Humid,Yes
4241,1,41800,3,114.83,249.21,4.88,3,1,Section A,Humid,No
4242,7,47842,1,50.37,222.91,1.6,18,3,Section C,Normal,Yes
4243,3,22137,9,148.89,91.64,6.04,28,0,Section A,Normal,No
4244,13,18045,12,73.79,141.01,0.33,13,5,Section C,Dry,Yes
4245,6,9823,16,95.9,131.59,4.98,1,4,Section C,Normal,No
4246,14,871,7,69.56,297.09,1.25,14,3,Section C,Humid,No
4247,13,39897,1,40.36,78.3,3.86,27,7,Section B,Humid,Yes
4248,26,32115,0,40.02,188.72,9.83,4,0,Section B,Dry,No
4249,2,3874,19,142.12,242.98,3.75,12,1,Section C,Dry,No
4250,11,47841,3,91.83,151.74,3.56,13,0,Section D,Normal,Yes
4251,1,17246,4,146.31,181.72,4.4,2,7,Section B,Humid,No
4252,21,17908,13,72.37,91.48,5.57,3,0,Section B,Normal,No
4253,23,35446,13,81.63,101.98,0.2,11,6,Section B,Normal,Yes
4254,8,36695,1,48.37,223.83,8.18,24,5,Section B,Dry,No
4255,21,39090,11,33.62,231.01,3.04,28,9,Section B,Humid,Yes
4256,7,44906,1,121.77,189.54,8.48,2,9,Section B,Humid,Yes
4257,14,36517,12,71.48,276.34,1.49,28,4,Section C,Normal,Yes
4258,18,21914,7,122.26,143.1,4.36,16,1,Section A,Humid,Yes
4259,11,36574,18,78.19,231.46,9.88,14,0,Section A,Dry,Yes
4260,17,11723,15,140.23,231.29,2.01,8,1,Section D,Normal,Yes
4261,17,39248,10,134.92,165.76,5.17,17,2,Section C,Dry,No
4262,10,38491,0,126.75,257.11,3.28,17,4,Section B,Humid,No
4263,1,16698,16,123.12,181.41,6.51,19,1,Section C,Humid,Yes
4264,3,11819,5,105.53,206.51,0.81,8,6,Section B,Dry,No
4265,5,36980,1,133.21,60.97,8.07,5,3,Section C,Normal,Yes
4266,24,28938,6,130.69,222.57,6.41,28,1,Section B,Humid,No
4267,7,22123,0,47.68,212.77,8.7,3,0,Section D,Humid,Yes
4268,18,2204,15,110.6,276.7,7.63,1,4,Section A,Normal,Yes
4269,9,36941,12,128.48,85.21,1.45,24,3,Section A,Dry,Yes
4270,14,5530,2,116.89,97.53,8.7,20,9,Section A,Normal,Yes
4271,22,14423,6,22.22,170.27,3.97,3,6,Section D,Dry,No
4272,13,6781,17,100.28,136.79,4.96,21,1,Section B,Humid,No
4273,8,10306,6,57.04,84.99,0.7,3,0,Section B,Normal,Yes
4274,16,26392,11,120.59,88.27,2.35,25,8,Section C,Humid,Yes
4275,20,42241,7,116.27,228.77,2.98,26,1,Section D,Dry,No
4276,2,4801,5,34.14,237.15,8.07,23,6,Section C,Normal,Yes
4277,8,30840,13,63.4,272.94,4.8,14,8,Section A,Normal,Yes
4278,2,29192,19,137.07,127.6,3.7,6,7,Section A,Normal,No
4279,20,9976,1,82.82,163.39,9.49,27,3,Section B,Humid,Yes
4280,11,36352,13,85.89,84.69,2.45,18,7,Section B,Normal,Yes
4281,18,44139,2,46.5,80.96,4.87,26,1,Section B,Dry,Yes
4282,29,13591,14,43.12,52.8,2.66,24,3,Section A,Humid,No
4283,21,22282,17,28.7,92.34,2.42,14,5,Section C,Dry,No
4284,24,44968,7,30.37,119.96,8.87,7,5,Section B,Normal,No
4285,10,43889,7,42.78,191.33,5.67,19,9,Section D,Humid,No
4286,3,8376,5,21.82,205.33,0.1,17,1,Section A,Dry,Yes
4287,12,15075,8,149.29,186.88,1.56,10,1,Section A,Dry,No
4288,2,39922,6,76.53,58.09,8.82,10,5,Section C,Dry,Yes
4289,16,49153,2,73.07,180.19,0.72,11,5,Section D,Humid,Yes
4290,2,43398,15,96.26,162.8,8.94,16,8,Section C,Dry,No
4291,6,21516,19,131.18,242.86,2.13,17,4,Section C,Humid,Yes
4292,15,11288,6,106.23,277.01,9.82,6,8,Section C,Humid,No
4293,19,43168,17,47.81,215.91,6.27,4,8,Section A,Dry,Yes
4294,11,31585,18,116.85,227.87,9.81,6,3,Section D,Normal,No
4295,21,49296,1,38.2,147.04,5.21,28,9,Section D,Dry,No
4296,16,25790,14,131.34,197.93,7.85,5,7,Section A,Normal,No
4297,14,33508,3,115.29,186.61,2.81,11,9,Section D,Normal,Yes
4298,16,39940,7,141.8,293.22,1.64,26,8,Section B,Dry,Yes
4299,27,36830,18,133.76,233.1,1.14,25,8,Section B,Humid,No
4300,29,11726,8,73.68,119.17,3.39,2,2,Section A,Dry,No
4301,2,34081,10,136.25,271.82,3.92,12,0,Section C,Humid,No
4302,16,12793,6,125.27,184.06,3.27,25,5,Section B,Normal,Yes
4303,6,45974,0,78.14,89.67,9.61,1,5,Section C,Normal,No
4304,16,19368,17,110.34,258.41,1.48,23,9,Section A,Normal,Yes
4305,19,48282,3,41.65,181.79,2.09,16,3,Section A,Humid,No
4306,23,11902,7,89.46,69.8,2.12,22,8,Section A,Humid,Yes
4307,8,40975,18,26.97,147.73,7.35,19,6,Section B,Humid,No
4308,15,8626,1,73.42,171.91,6.71,15,2,Section C,Normal,No
4309,27,41658,9,101.65,119.23,1.85,3,1,Section D,Dry,Yes
4310,4,11935,3,101.57,123.36,0.36,5,9,Section A,Dry,Yes
4311,21,6552,10,68.15,82.56,0.49,14,6,Section A,Normal,Yes
4312,21,38388,3,31.46,227.64,2.51,11,1,Section A,Normal,Yes
4313,14,23361,2,103.33,63.35,7.58,2,0,Section B,Humid,Yes
4314,19,24455,18,31.01,120.62,8.98,1,3,Section B,Dry,No
4315,18,19301,5,50.46,102.88,9.04,23,1,Section C,Dry,No
4316,19,452,3,124.43,162.15,4.38,26,9,Section C,Humid,No
4317,5,44756,13,76.76,246.47,8.23,29,9,Section C,Normal,Yes
4318,24,25975,15,149.97,124.71,7.21,25,2,Section B,Normal,No
4319,4,25709,6,120.13,268.26,0.81,29,5,Section B,Dry,No
4320,21,21544,6,72.67,266.78,9.22,9,5,Section B,Normal,Yes
4321,24,669,4,34.28,151.92,5.47,19,8,Section C,Humid,Yes
4322,23,14900,3,75.79,257.29,4.68,19,6,Section B,Humid,No
4323,26,26002,10,37.76,124.89,5.91,22,3,Section B,Dry,No
4324,26,34082,15,109.69,114.65,1.85,16,3,Section C,Dry,No
4325,24,13142,7,33.65,267.35,1.68,28,9,Section B,Humid,Yes
4326,20,34570,4,142.63,218.52,4.41,22,3,Section D,Normal,No
4327,2,45217,14,70.67,111.0,5.78,28,6,Section C,Dry,No
4328,2,7477,10,24.25,56.42,0.67,20,4,Section B,Normal,No
4329,9,3231,11,127.72,237.39,0.94,4,8,Section D,Normal,No
4330,13,24664,2,65.68,127.9,9.41,11,8,Section C,Dry,No
4331,15,8620,14,107.09,74.39,3.63,13,5,Section B,Humid,Yes
4332,2,31843,15,132.23,122.11,1.18,2,6,Section D,Humid,Yes
4333,1,46979,14,27.65,158.36,1.57,20,9,Section A,Normal,No
4334,15,34338,6,22.04,104.57,4.02,5,1,Section B,Dry,Yes
4335,21,41571,16,38.4,65.02,8.49,28,8,Section B,Normal,No
4336,9,37514,4,50.62,133.34,3.52,20,9,Section B,Dry,Yes
4337,16,13557,7,88.14,175.38,7.37,27,7,Section B,Dry,No
4338,9,38501,8,144.92,248.77,2.98,16,4,Section A,Humid,Yes
4339,27,1779,0,90.86,245.61,4.51,7,7,Section B,Normal,No
4340,6,28210,2,131.71,90.14,2.54,6,3,Section D,Humid,Yes
4341,16,47638,0,45.95,167.28,7.36,21,6,Section C,Dry,No
4342,20,30647,15,136.1,266.58,7.89,4,6,Section B,Normal,No
4343,25,47769,10,112.9,62.69,4.65,3,4,Section B,Dry,Yes
4344,18,3867,3,143.48,171.29,7.19,9,1,Section C,Normal,No
4345,20,35787,1,133.55,175.55,3.27,28,8,Section C,Dry,No
4346,22,5714,3,130.53,257.36,4.65,9,7,Section B,Normal,No
4347,17,32417,9,29.51,174.3,8.77,10,3,Section D,Dry,No
4348,18,12875,17,107.6,75.31,0.56,11,5,Section A,Normal,Yes
4349,2,16810,16,59.98,222.47,4.62,1,2,Section A,Humid,Yes
4350,15,38325,12,53.59,192.06,0.65,13,3,Section A,Normal,Yes
4351,17,11324,7,78.91,166.75,4.38,29,2,Section D,Dry,Yes
4352,9,44976,11,132.75,121.83,5.26,19,8,Section A,Normal,Yes
4353,1,41759,9,31.67,69.16,7.58,7,9,Section C,Normal,No
4354,13,29739,0,140.14,279.53,3.13,26,7,Section D,Normal,Yes
4355,1,48574,10,131.54,260.47,7.84,4,3,Section B,Dry,No
4356,4,10359,14,56.38,284.96,0.68,25,0,Section B,Normal,No
4357,27,41123,17,64.12,285.17,2.36,13,6,Section C,Normal,No
4358,1,41157,9,26.59,93.39,6.09,1,3,Section C,Dry,No
4359,9,39335,16,114.85,130.38,0.18,21,3,Section A,Dry,Yes
4360,8,41266,19,42.33,169.4,6.45,21,2,Section A,Normal,No
4361,16,21040,17,58.4,151.61,7.22,8,6,Section D,Normal,No
4362,29,12308,17,71.74,291.0,8.44,9,1,Section C,Dry,Yes
4363,12,7865,11,72.86,123.67,7.65,22,2,Section C,Dry,No
4364,8,29053,16,124.2,80.28,9.35,19,6,Section D,Humid,No
4365,23,4949,9,84.35,166.14,5.35,19,0,Section B,Dry,Yes
4366,10,17943,10,27.23,177.19,7.45,23,2,Section D,Humid,No
4367,25,1696,12,98.07,152.19,8.13,7,9,Section D,Normal,Yes
4368,23,28514,16,59.89,246.98,6.38,25,9,Section A,Dry,No
4369,10,46175,15,64.18,173.5,9.31,28,1,Section C,Dry,Yes
4370,11,32364,2,46.87,126.43,4.78,2,3,Section B,Humid,No
4371,24,11368,11,34.52,171.59,2.33,14,5,Section C,Humid,No
4372,1,32001,8,53.3,274.9,2.72,11,3,Section D,Humid,Yes
4373,16,17767,16,133.99,265.41,3.65,23,2,Section C,Humid,Yes
4374,16,5890,13,133.33,213.81,7.39,29,1,Section A,Dry,No
4375,6,24444,11,142.86,212.72,5.61,29,3,Section D,Dry,Yes
4376,19,4820,3,24.45,200.62,9.35,4,1,Section C,Humid,No
4377,2,19155,7,137.07,107.29,9.0,25,5,Section C,Humid,No
4378,17,18982,8,67.0,203.91,4.63,20,9,Section A,Normal,No
4379,17,2725,16,104.31,200.09,4.02,25,4,Section A,Normal,Yes
4380,28,29306,15,100.58,192.21,9.71,16,3,Section C,Humid,Yes
4381,28,5523,18,42.32,251.31,4.87,13,2,Section A,Dry,Yes
4382,17,33028,13,42.37,61.36,9.91,6,2,Section C,Dry,Yes
4383,11,16895,1,47.74,164.28,2.44,7,1,Section C,Humid,Yes
4384,29,26018,8,54.94,63.39,8.92,20,6,Section D,Dry,Yes
4385,3,37355,9,68.03,248.95,2.77,6,8,Section D,Dry,Yes
4386,28,41479,19,79.15,108.26,6.47,7,0,Section B,Humid,No
4387,28,33253,4,66.68,141.4,9.99,3,8,Section B,Normal,No
4388,13,6011,1,96.61,131.99,5.78,1,7,Section C,Normal,No
4389,4,26105,19,40.43,284.27,8.3,17,9,Section D,Normal,No
4390,20,30843,15,141.21,134.75,2.56,3,0,Section B,Dry,Yes
4391,16,30049,6,128.85,62.94,5.69,7,0,Section B,Humid,No
4392,22,24104,15,26.74,59.4,4.72,29,5,Section A,Normal,Yes
4393,2,44990,1,80.01,104.09,3.8,10,6,Section D,Normal,Yes
4394,21,49220,19,125.91,72.4,0.71,5,8,Section D,Humid,No
4395,16,37912,2,65.82,248.47,7.45,19,9,Section D,Dry,Yes
4396,20,17592,6,75.05,218.62,9.77,3,5,Section C,Humid,Yes
4397,6,19252,10,149.45,243.93,6.27,25,4,Section B,Normal,No
4398,3,41245,4,118.22,183.12,0.86,28,1,Section B,Humid,Yes
4399,4,16518,17,56.01,168.39,6.69,21,6,Section B,Normal,Yes
4400,17,33114,3,93.48,140.49,9.98,25,0,Section B,Normal,No
4401,5,14874,10,124.35,253.37,7.53,26,3,Section A,Humid,Yes
4402,23,6545,10,56.44,50.44,4.29,27,4,Section A,Normal,Yes
4403,14,45308,9,29.9,178.88,9.79,8,5,Section D,Dry,Yes
4404,22,47416,10,62.88,143.43,9.12,17,0,Section A,Normal,Yes
4405,3,25435,18,134.73,88.52,7.79,6,8,Section D,Dry,No
4406,23,46830,6,80.82,227.95,9.32,6,8,Section C,Humid,Yes
4407,6,43899,16,97.64,117.04,7.75,21,3,Section D,Normal,No
4408,1,29361,6,25.37,154.42,9.77,4,0,Section C,Normal,Yes
4409,8,27052,1,51.13,122.45,7.61,3,7,Section A,Humid,No
4410,1,36969,3,122.02,202.39,1.57,20,7,Section A,Normal,No
4411,10,34684,9,112.47,52.71,1.08,14,6,Section B,Dry,Yes
4412,26,39427,19,34.41,213.93,2.54,13,9,Section B,Normal,No
4413,3,5523,14,126.66,153.29,1.46,6,2,Section D,Normal,No
4414,22,11930,13,89.14,228.56,5.69,27,1,Section A,Humid,No
4415,13,17216,18,52.49,259.73,6.64,20,6,Section A,Humid,No
4416,19,8711,4,40.22,178.56,1.34,14,9,Section A,Humid,Yes
4417,15,12167,16,42.29,267.3,0.17,14,6,Section A,Normal,Yes
4418,9,17376,9,74.34,83.32,7.0,19,4,Section D,Humid,Yes
4419,2,26842,8,133.89,58.63,0.6,6,8,Section C,Normal,No
4420,25,28384,4,67.81,271.36,7.24,26,6,Section B,Dry,Yes
4421,17,21531,17,104.64,79.46,0.8,19,7,Section A,Normal,Yes
4422,23,991,9,38.56,95.26,9.64,14,5,Section A,Dry,No
4423,8,28678,9,28.31,80.31,2.57,3,0,Section A,Humid,Yes
4424,2,29936,19,73.45,92.84,0.77,3,8,Section A,Dry,No
4425,6,27092,1,41.38,274.77,6.26,19,6,Section B,Normal,No
4426,23,19871,17,45.31,261.98,7.25,22,9,Section D,Dry,No
4427,18,30078,17,55.05,116.38,9.25,2,7,Section A,Normal,Yes
4428,13,18606,18,28.0,226.16,8.27,26,1,Section D,Humid,Yes
4429,1,20329,14,124.11,247.09,2.89,11,6,Section C,Humid,Yes
4430,10,49307,3,90.47,88.72,2.08,3,9,Section A,Humid,No
4431,3,17165,14,72.93,107.04,3.12,29,2,Section C,Humid,No
4432,9,8257,19,63.07,169.45,2.49,21,2,Section A,Normal,No
4433,22,3908,5,20.13,209.16,7.23,21,3,Section D,Dry,Yes
4434,13,14473,0,133.02,155.2,7.02,3,9,Section B,Normal,Yes
4435,5,31258,12,119.04,245.69,5.64,5,8,Section A,Dry,Yes
4436,6,17526,3,115.04,297.58,0.79,17,8,Section D,Dry,No
4437,9,1112,2,42.68,266.2,9.54,22,4,Section A,Dry,Yes
4438,12,39888,16,26.79,262.89,3.56,10,9,Section D,Normal,No
4439,23,30009,6,28.41,100.4,8.16,12,9,Section A,Dry,Yes
4440,17,12234,7,89.71,276.11,7.99,19,2,Section B,Humid,Yes
4441,11,16624,16,102.7,297.74,3.04,8,5,Section C,Dry,No
4442,15,5799,19,149.77,191.45,2.56,10,4,Section A,Normal,Yes
4443,29,29696,9,87.91,240.03,5.4,18,5,Section C,Humid,Yes
4444,2,44737,18,63.21,199.82,3.64,12,3,Section C,Normal,Yes
4445,22,20284,13,108.37,298.01,9.21,12,6,Section D,Dry,No
4446,18,6258,3,103.71,201.17,9.13,14,0,Section D,Normal,Yes
4447,24,4335,5,22.98,168.51,7.74,17,7,Section D,Dry,No
4448,14,2680,13,36.08,88.96,0.31,25,4,Section A,Normal,No
4449,6,24501,7,110.01,260.99,8.47,17,8,Section B,Humid,No
4450,9,10590,12,30.71,100.63,6.59,12,9,Section B,Dry,No
4451,2,24367,19,124.81,219.48,5.29,13,2,Section B,Normal,Yes
4452,17,38036,14,138.01,111.22,3.96,6,5,Section D,Humid,Yes
4453,4,16512,17,46.0,224.61,6.2,19,2,Section B,Humid,Yes
4454,10,11297,3,85.71,61.52,2.64,26,6,Section C,Normal,No
4455,8,15117,10,60.89,93.81,5.8,25,0,Section B,Humid,Yes
4456,6,48505,8,87.72,229.88,6.54,13,5,Section C,Humid,Yes
4457,27,39262,13,100.07,197.73,6.8,21,3,Section B,Dry,No
4458,3,1611,11,21.52,189.01,4.27,28,1,Section C,Dry,Yes
4459,7,16066,18,136.4,73.43,0.79,6,5,Section B,Dry,No
4460,29,46418,11,68.0,265.42,4.24,18,0,Section D,Humid,Yes
4461,10,35066,7,44.94,208.61,9.02,23,3,Section C,Humid,Yes
4462,17,21144,1,24.17,194.47,5.42,5,0,Section A,Dry,Yes
4463,24,1105,0,149.05,290.07,0.49,16,7,Section A,Humid,No
4464,24,48610,10,118.73,187.82,3.8,11,2,Section A,Normal,No
4465,28,43490,15,79.28,251.88,6.2,23,1,Section C,Humid,Yes
4466,19,20107,12,132.56,103.67,2.87,17,7,Section B,Humid,Yes
4467,29,45274,4,79.3,132.38,1.96,9,5,Section D,Normal,Yes
4468,16,49319,3,109.43,215.08,5.82,20,6,Section D,Humid,Yes
4469,1,42857,4,144.43,207.49,6.11,13,7,Section B,Normal,No
4470,3,26002,7,111.81,71.6,4.64,19,4,Section B,Dry,Yes
4471,23,14189,7,51.22,63.63,1.02,7,0,Section B,Humid,No
4472,18,33154,8,141.34,103.4,7.41,13,7,Section A,Humid,Yes
4473,7,26538,12,22.89,183.46,7.58,4,4,Section D,Dry,Yes
4474,5,49649,19,139.66,243.3,3.97,8,5,Section C,Normal,No
4475,13,10969,19,145.08,147.23,0.19,12,1,Section C,Normal,No
4476,17,10729,14,31.94,112.95,6.41,16,5,Section B,Normal,No
4477,8,39496,18,27.28,197.75,9.78,25,5,Section B,Normal,Yes
4478,13,29597,19,129.03,74.73,4.92,28,8,Section B,Normal,Yes
4479,3,1751,7,23.26,92.9,6.91,9,6,Section C,Humid,Yes
4480,17,18386,3,124.61,163.21,5.32,18,7,Section B,Humid,Yes
4481,11,28277,4,65.89,291.67,2.45,9,2,Section A,Humid,Yes
4482,19,35391,13,22.87,131.6,3.47,28,3,Section D,Dry,Yes
4483,6,17358,5,103.56,262.77,9.61,22,9,Section B,Humid,Yes
4484,18,9316,3,56.33,294.11,5.99,28,7,Section B,Dry,No
4485,13,29468,12,39.66,255.63,1.96,20,9,Section A,Humid,No
4486,2,11700,19,91.06,160.46,0.59,13,9,Section A,Normal,No
4487,22,36126,5,23.67,252.79,0.63,14,2,Section B,Dry,No
4488,20,8189,1,71.14,61.21,5.06,1,7,Section A,Humid,No
4489,4,18712,10,100.23,266.03,1.14,3,2,Section B,Normal,No
4490,18,33013,2,114.35,172.39,8.34,10,7,Section B,Dry,No
4491,28,40649,6,87.18,162.56,3.49,24,1,Section B,Humid,Yes
4492,20,3195,8,28.02,233.16,3.9,27,0,Section D,Normal,No
4493,2,21877,1,119.25,282.78,3.51,27,2,Section B,Humid,Yes
4494,22,39762,9,70.39,113.6,5.4,5,7,Section A,Normal,No
4495,26,15666,13,43.5,155.91,9.98,27,5,Section D,Humid,No
